gestMeaning@eiv1982f	@eiv1982f	325.845	327.475	подчёркивает эмфазу
gestMeaning@eiv1982f	@eiv1982f	331.695	332.005	поддерживает коммуникацию
gestMeaning@eiv1982f	@eiv1982f	332.035	333.9	жест внутреннего состояния: что тут поделаешь!
gestMeaning@iys1984f	@iys1984f	5.69	6.83	поддерживает коммуникацию
gestMeaning@iys1984f	@iys1984f	8.36	10.24	поддерживает коммуникацию
gestMeaning@iys1984f	@iys1984f	16.37	19.51	жест речевого действия: отрицание
gestMeaning@iys1984f	@iys1984f	36.55	41.685	поддерживает коммуникацию
gestMeaning@iys1984f	@iys1984f	42.3	42.79	жест внутреннего состояния: потрясение
gestMeaning@iys1984f	@iys1984f	43.32	44.08	жест речевого действия: вопрос
gestMeaning@iys1984f	@iys1984f	62.21	64.03	жест речевого действия: вопрос
gestMeaning@iys1984f	@iys1984f	85.58	89.36	поддерживает коммуникацию
gestMeaning@iys1984f	@iys1984f	100.215	101.11	жест внутреннего состояния: потрясение
gestMeaning@iys1984f	@iys1984f	102.28	103.175	жест внутреннего состояния: потрясение
gestMeaning@iys1984f	@iys1984f	103.882	104.41	поддерживает коммуникации
gestMeaning@iys1984f	@iys1984f	110.64	111.44	поддерживает коммуникацию
gestMeaning@iys1984f	@iys1984f	150.442	152.672	поддерживает коммуникацию
gestMeaning@iys1984f	@iys1984f	161.38	164.092	дейктический жест: общеуказательный
gestMeaning@iys1984f	@iys1984f	166.29	170.09	риторический жест: новая тема
gestMeaning@iys1984f	@iys1984f	184.21	185.36	жест речевого действия: вопрос
gestMeaning@iys1984f	@iys1984f	185.38	186.42	поисковый жест: поиск слова
gestMeaning@iys1984f	@iys1984f	239.885	242.025	подчёркивает эмфазу
gestMeaning@iys1984f	@iys1984f	243.11	244.41	жест внутреннего состояния: веселье
gestMeaning@iys1984f	@iys1984f	246.255	247.315	жест речевого действия: одобрение
gestMeaning@iys1984f	@iys1984f	247.59	250.2	жест речевого действия: вопрос
gestMeaning@iys1984f	@iys1984f	251.6	253.16	изобразительный жест: огромная аудитория
gestMeaning@iys1984f	@iys1984f	279.575	282.095	изобразительный жест: отмотать
gestMeaning@iys1984f	@iys1984f	283.89	289.14	поддерживает свою коммуникацию
gestMeaning@iys1984f	@iys1984f	289.19	297.16	жест речевого действия: вопрос
gestMeaning@iys1984f	@iys1984f	327.48	331.64	поддерживает коммуникацию
intonation@eiv1982f	@eiv1982f	0.07	2.47	нарратив
intonation@eiv1982f	@eiv1982f	2.68	3.52	нарратив
intonation@eiv1982f	@eiv1982f	3.6	8.32	нарратив
intonation@eiv1982f	@eiv1982f	8.845	13.27	нарратив
intonation@eiv1982f	@eiv1982f	13.322	15.71	восклицание
intonation@eiv1982f	@eiv1982f	15.88	16.717	другое
intonation@eiv1982f	@eiv1982f	16.82	22.4	нарратив
intonation@eiv1982f	@eiv1982f	23.21	25.18	нарратив
intonation@eiv1982f	@eiv1982f	25.73	30.24	нарратив
intonation@eiv1982f	@eiv1982f	30.32	31.18	другое
intonation@eiv1982f	@eiv1982f	31.22	32.18	нарратив
intonation@eiv1982f	@eiv1982f	33.61	36.18	нарратив
intonation@eiv1982f	@eiv1982f	37.045	42.58	нарратив
intonation@eiv1982f	@eiv1982f	46.27	47.47	нарратив
intonation@eiv1982f	@eiv1982f	47.8	51.66	нарратив
intonation@eiv1982f	@eiv1982f	52.39	58.508	нарратив
intonation@eiv1982f	@eiv1982f	58.9	61.58	нарратив
intonation@eiv1982f	@eiv1982f	66.3	71.13	нарратив
intonation@eiv1982f	@eiv1982f	71.84	77.34	нарратив
intonation@eiv1982f	@eiv1982f	78.59	80.79	нарратив
intonation@eiv1982f	@eiv1982f	81.21	83.3	нарратив
intonation@eiv1982f	@eiv1982f	83.81	89.46	нарратив
intonation@eiv1982f	@eiv1982f	90.63	94.82	нарратив
intonation@eiv1982f	@eiv1982f	95.26	103.61	нарратив
intonation@eiv1982f	@eiv1982f	104.56	107.78	нарратив
intonation@eiv1982f	@eiv1982f	108.1	113.66	другое
intonation@eiv1982f	@eiv1982f	114.715	130.92	нарратив
intonation@eiv1982f	@eiv1982f	140.06	142.41	нарратив
intonation@eiv1982f	@eiv1982f	143.821	145.35	контраст
intonation@eiv1982f	@eiv1982f	145.42	148.9	нарратив
intonation@eiv1982f	@eiv1982f	149.22	151.89	нарратив
intonation@eiv1982f	@eiv1982f	151.96	155.245	нарратив
intonation@eiv1982f	@eiv1982f	155.917	161.55	нарратив
intonation@eiv1982f	@eiv1982f	162.29	167.31	нарратив
intonation@eiv1982f	@eiv1982f	167.355	169.19	другое
intonation@eiv1982f	@eiv1982f	170.04	171.2	другое
intonation@eiv1982f	@eiv1982f	173.69	177.38	нарратив
intonation@eiv1982f	@eiv1982f	180.35	184.04	нарратив
intonation@eiv1982f	@eiv1982f	186.49	192.9	нарратив
intonation@eiv1982f	@eiv1982f	192.97	209.52	другое
intonation@eiv1982f	@eiv1982f	209.57	215.53	нарратив
intonation@eiv1982f	@eiv1982f	215.545	217.035	другое
intonation@eiv1982f	@eiv1982f	217.05	221.65	нарратив
intonation@eiv1982f	@eiv1982f	221.775	222.55	другое
intonation@eiv1982f	@eiv1982f	222.585	224.55	нарратив
intonation@eiv1982f	@eiv1982f	224.83	228.65	другое
intonation@eiv1982f	@eiv1982f	239.06	239.71	вопрос специальный
intonation@eiv1982f	@eiv1982f	244.58	246.95	нарратив
intonation@eiv1982f	@eiv1982f	256.85	270.43	нарратив
intonation@eiv1982f	@eiv1982f	270.58	273.42	нарратив
intonation@eiv1982f	@eiv1982f	273.455	275.18	другое
intonation@eiv1982f	@eiv1982f	275.222	277.35	восклицание
intonation@eiv1982f	@eiv1982f	290.04	290.56	нарратив
intonation@eiv1982f	@eiv1982f	294.98	297.04	нарратив
intonation@eiv1982f	@eiv1982f	297.12	308.62	нарратив
intonation@eiv1982f	@eiv1982f	309.41	310.89	вопрос специальный
intonation@eiv1982f	@eiv1982f	312.12	313.51	нарратив
intonation@eiv1982f	@eiv1982f	314.14	325.37	нарратив
intonation@eiv1982f	@eiv1982f	325.58	333.21	нарратив
intonation@iys1984f	@iys1984f	16.33	18.68	восклицание
intonation@iys1984f	@iys1984f	42.79	45.5	вопрос специальный
intonation@iys1984f	@iys1984f	46.195	46.305	другое
intonation@iys1984f	@iys1984f	58.54	58.82	нарратив
intonation@iys1984f	@iys1984f	61.96	64.47	вопрос специальный
intonation@iys1984f	@iys1984f	71.326	71.666	другое
intonation@iys1984f	@iys1984f	76.99	79.04	другое
intonation@iys1984f	@iys1984f	95.01	96.38	другое
intonation@iys1984f	@iys1984f	101.8	103.5	вопрос да-нет
intonation@iys1984f	@iys1984f	127.78	130.72	другое
intonation@iys1984f	@iys1984f	142.57	144.61	вопрос специальный
intonation@iys1984f	@iys1984f	153.34	153.85	нарратив
intonation@iys1984f	@iys1984f	161.19	162.1	нарратив
intonation@iys1984f	@iys1984f	167.355	169.18	другое
intonation@iys1984f	@iys1984f	169.34	173.31	нарратив
intonation@iys1984f	@iys1984f	173.31	174.0	другое
intonation@iys1984f	@iys1984f	183.33	186.49	вопрос да-нет
intonation@iys1984f	@iys1984f	215.55	217.85	другое
intonation@iys1984f	@iys1984f	217.895	221.26	нарратив
intonation@iys1984f	@iys1984f	237.85	242.02	другое
intonation@iys1984f	@iys1984f	242.22	243.05	другое
intonation@iys1984f	@iys1984f	243.13	244.15	другое
intonation@iys1984f	@iys1984f	246.45	247.52	другое
intonation@iys1984f	@iys1984f	247.6	257.6	вопрос да-нет
intonation@iys1984f	@iys1984f	262.105	262.325	нарратив
intonation@iys1984f	@iys1984f	273.22	275.37	другое
intonation@iys1984f	@iys1984f	279.582	282.622	нарратив
intonation@iys1984f	@iys1984f	282.82	296.38	вопрос да-нет
text@eiv1982f	@eiv1982f	0.07	2.47	ты не представляешь / какой это шок вообще  //
